paper,category,q_num,q_id,kind,subject,topic,topic_code,surviving_stem_first_120c,page_hint,source_pdf_relpath
RRB_NTPC_2024_Under_Graduate_Level_CBT_2_Question_Paper_PDF_English_Dec_20_2025__77d9450a7034b3a06335018d372a5cbc.json,Rrb,80,pyq_7e3aac66a6bf628e_p80,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 2/RRB_NTPC_2024_Under_Graduate_Level_CBT_2_Question_Paper_PDF_English_Dec_20_2025__77d9450a7034b3a06335018d372a5cbc.pdf
RRB_NTPC_2024_Under_Graduate_Level_CBT_2_Question_Paper_PDF_English_Dec_20_2025__77d9450a7034b3a06335018d372a5cbc.json,Rrb,91,pyq_7e3aac66a6bf628e_p91,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 2/RRB_NTPC_2024_Under_Graduate_Level_CBT_2_Question_Paper_PDF_English_Dec_20_2025__77d9450a7034b3a06335018d372a5cbc.pdf
RRB_NTPC_2024_Under_Graduate_Level_CBT_2_Question_Paper_PDF_English_Dec_20_2025__77d9450a7034b3a06335018d372a5cbc.json,Rrb,115,pyq_7e3aac66a6bf628e_p115,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 2/RRB_NTPC_2024_Under_Graduate_Level_CBT_2_Question_Paper_PDF_English_Dec_20_2025__77d9450a7034b3a06335018d372a5cbc.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.json,Rrb,3,pyq_f99a5b8d678e9617_p3,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.json,Rrb,7,pyq_f99a5b8d678e9617_p7,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.json,Rrb,58,pyq_f99a5b8d678e9617_p18,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,:,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.json,Rrb,65,pyq_f99a5b8d678e9617_p25,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.json,Rrb,69,pyq_f99a5b8d678e9617_p29,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,.,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_1_Paper_2__95756d68b349d4c5f8e759a581479476.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.json,Rrb,44,pyq_75751158736445ac_p4,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.json,Rrb,54,pyq_75751158736445ac_p14,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.json,Rrb,55,pyq_75751158736445ac_p15,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.json,Rrb,60,pyq_75751158736445ac_p20,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.json,Rrb,67,pyq_75751158736445ac_p27,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_2_Paper_bd0aa034b5e4ccab7dfd55c793f9893f.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.json,Rrb,5,pyq_65bd04adab268b62_p5,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,2025?,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.json,Rrb,47,pyq_65bd04adab268b62_p7,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.json,Rrb,59,pyq_65bd04adab268b62_p19,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.json,Rrb,60,pyq_65bd04adab268b62_p20,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.pdf
RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.json,Rrb,70,pyq_65bd04adab268b62_p30,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_07_08_2025_Shift_3_Paper_b8fda460ee00827bf13bd5c2bd028d01.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,41,pyq_498e48c35005280e_p1,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,42,pyq_498e48c35005280e_p2,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,48,pyq_498e48c35005280e_p8,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,53,pyq_498e48c35005280e_p13,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,54,pyq_498e48c35005280e_p14,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,63,pyq_498e48c35005280e_p23,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,64,pyq_498e48c35005280e_p24,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.json,Rrb,67,pyq_498e48c35005280e_p27,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,RRB/NTPC/CBT 1/RRB_NTPC_UG_Answer_Key_English_08_08_2025_Shift_1_Paper_35ad90b3baa6bb3a12286caa7e772c5a.pdf
SBI-PO-Mains-English-Section-Memory-Based-Paper-05.05.2025.json,Sbi,26,pyq_e658996127d47339_p26,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,Banks/SBI PO/Mains/SBI-PO-Mains-English-Section-Memory-Based-Paper-05.05.2025.pdf
SBI-PO-Mains-English-Section-Memory-Based-Paper-05.05.2025.json,Sbi,27,pyq_e658996127d47339_p27,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,Banks/SBI PO/Mains/SBI-PO-Mains-English-Section-Memory-Based-Paper-05.05.2025.pdf
SBI-PO-Mains-English-Section-Memory-Based-Paper-05.05.2025.json,Sbi,28,pyq_e658996127d47339_p28,OPAQUE — empty stem; transcribe Q from PDF,COMPUTER,fundamentals,CMP_FUND,,,Banks/SBI PO/Mains/SBI-PO-Mains-English-Section-Memory-Based-Paper-05.05.2025.pdf
SBI-PO-Pre-2024-25-Memory-Based-Paper-24-Mar-2025-1st-shift.json,Sbi,57,pyq_f2995a9efc27157d_p57,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,Banks/SBI PO/prelims/SBI-PO-Pre-2024-25-Memory-Based-Paper-24-Mar-2025-1st-shift.pdf
SBI-PO-Pre-2024-25-Memory-Based-Paper-24-Mar-2025-1st-shift.json,Sbi,58,pyq_f2995a9efc27157d_p58,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,Banks/SBI PO/prelims/SBI-PO-Pre-2024-25-Memory-Based-Paper-24-Mar-2025-1st-shift.pdf
SBI-PO-Pre-2024-25-Memory-Based-Paper-8-Mar-2025-2nd-shift.json,Sbi,34,pyq_530763881b442fef_p34,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,RAISE,,Banks/SBI PO/prelims/SBI-PO-Pre-2024-25-Memory-Based-Paper-8-Mar-2025-2nd-shift.pdf
SBI-PO-Pre-2024-25-Memory-Based-Paper-8-Mar-2025-2nd-shift.json,Sbi,35,pyq_530763881b442fef_p35,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,MANAGE,,Banks/SBI PO/prelims/SBI-PO-Pre-2024-25-Memory-Based-Paper-8-Mar-2025-2nd-shift.pdf
SBI-PO-Pre-2024-25-Memory-Based-Paper-8-Mar-2025-2nd-shift.json,Sbi,61,pyq_530763881b442fef_p61,OPAQUE — empty stem; transcribe Q from PDF,UNCLASSIFIED,,GEN_UNC,,,Banks/SBI PO/prelims/SBI-PO-Pre-2024-25-Memory-Based-Paper-8-Mar-2025-2nd-shift.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,9,pyq_0562fbf0d58d1a73_p9,OPAQUE — empty stem; transcribe Q from PDF,REASONING,,REA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,19,pyq_0562fbf0d58d1a73_p19,OPAQUE — empty stem; transcribe Q from PDF,REASONING,,REA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,21,pyq_0562fbf0d58d1a73_p21,OPAQUE — empty stem; transcribe Q from PDF,REASONING,,REA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,40,pyq_0562fbf0d58d1a73_p15,OPAQUE — empty stem; transcribe Q from PDF,GENERAL_AWARENESS,,GEN_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,52,pyq_0562fbf0d58d1a73_p2,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,.,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,54,pyq_0562fbf0d58d1a73_p4,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,56,pyq_0562fbf0d58d1a73_p7,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,62,pyq_0562fbf0d58d1a73_p13,OPAQUE — empty stem; transcribe Q from PDF,QUANT,percentage,QNT_PCT,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,65,pyq_0562fbf0d58d1a73_p16,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,68,pyq_0562fbf0d58d1a73_p19,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,69,pyq_0562fbf0d58d1a73_p20,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.json,Ssc,71,pyq_0562fbf0d58d1a73_p22,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_04.00-PM-05.00-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.json,Ssc,51,pyq_66e8d441d68427ca_p1,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.json,Ssc,55,pyq_66e8d441d68427ca_p5,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.json,Ssc,57,pyq_66e8d441d68427ca_p7,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.json,Ssc,63,pyq_66e8d441d68427ca_p13,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.pdf
SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.json,Ssc,64,pyq_66e8d441d68427ca_p14,OPAQUE — empty stem; transcribe Q from PDF,QUANT,,QUA_UNC,,,cgl/Tier-1/SSC-CGL-Tier-1-Question-Paper-English_23.09.2024_12.30-PM-01.30-PM.pdf
